ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60634,13,03/28/2021,04/03/2021,143,9770,188,12856.1,2196,93126,2890,122542.3,0.1,0.1,2,150,2.6,197.4,75995,60634-2021-13,POINT (-87.797373 41.944967)
60634,14,04/04/2021,04/10/2021,177,9947,233,13089,2373,95499,3123,125664.8,0.1,0.1,1,151,1.3,198.7,75995,60634-2021-14,POINT (-87.797373 41.944967)
60634,15,04/11/2021,04/17/2021,113,10060,149,13237.7,2283,97782,3004,128669,0.1,0.1,1,152,1.3,200.0,75995,60634-2021-15,POINT (-87.797373 41.944967)
60634,2,01/10/2021,01/16/2021,245,8400,322,11053.4,2579,70996,3394,93421.9,0.1,0.1,0,118,0.0,155.3,75995,60634-2021-2,POINT (-87.797373 41.944967)
60634,3,01/17/2021,01/23/2021,206,8606,271,11324.4,2420,73416,3184,96606.4,0.1,0.1,4,122,5.3,160.5,75995,60634-2021-3,POINT (-87.797373 41.944967)
60634,4,01/24/2021,01/30/2021,172,8778,226,11550.8,2265,75681,2980,99586.8,0.1,0.1,4,126,5.3,165.8,75995,60634-2021-4,POINT (-87.797373 41.944967)
60634,5,01/31/2021,02/06/2021,133,8911,175,11725.8,1900,77581,2500,102087,0.1,0.1,2,128,2.6,168.4,75995,60634-2021-5,POINT (-87.797373 41.944967)
60643,2,01/10/2021,01/16/2021,123,3528,247,7074.4,2303,54350,4618,108983.4,0.1,0.1,3,111,6.0,222.6,49870,60643-2021-2,POINT (-87.662381 41.700445)
60643,3,01/17/2021,01/23/2021,79,3607,158,7232.8,1979,56329,3968,112951.7,0.0,0.1,5,116,10.0,232.6,49870,60643-2021-3,POINT (-87.662381 41.700445)
60643,9,02/28/2021,03/06/2021,24,3854,48,7728.1,1567,66820,3142,133988.4,0.0,0.1,0,124,0.0,248.6,49870,60643-2021-9,POINT (-87.662381 41.700445)
60644,45,11/01/2020,11/07/2020,140,2060,293,4317.6,1339,26728,2806,56019.5,0.1,0.1,3,98,6.3,205.4,47712,60644-2020-45,POINT (-87.756863 41.881113)
60657,15,04/11/2021,04/17/2021,95,5326,136,7602.9,2345,112087,3348,160005.4,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-15,POINT (-87.658216 41.939715)
60657,16,04/18/2021,04/24/2021,70,5396,100,7702.8,2075,114162,2962,162967.5,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-16,POINT (-87.658216 41.939715)
60657,17,04/25/2021,05/01/2021,36,5432,51,7754.2,2008,116170,2866,165834,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-17,POINT (-87.658216 41.939715)
60636,15,04/11/2021,04/17/2021,72,3106,224,9645.1,931,31743,2891,98571.6,0.1,0.1,0,98,0.0,304.3,32203,60636-2021-15,POINT (-87.668597 41.77599)
60636,16,04/18/2021,04/24/2021,59,3165,183,9828.3,914,32657,2838,101409.8,0.1,0.1,1,99,3.1,307.4,32203,60636-2021-16,POINT (-87.668597 41.77599)
60636,17,04/25/2021,05/01/2021,72,3237,224,10051.9,963,33620,2990,104400.2,0.1,0.1,0,99,0.0,307.4,32203,60636-2021-17,POINT (-87.668597 41.77599)
60636,18,05/02/2021,05/08/2021,92,3329,286,10337.5,982,34602,3049,107449.6,0.1,0.1,1,100,3.1,310.5,32203,60636-2021-18,POINT (-87.668597 41.77599)
60636,2,01/10/2021,01/16/2021,55,2634,171,8179.4,799,22422,2481,69627.1,0.1,0.1,1,86,3.1,267.1,32203,60636-2021-2,POINT (-87.668597 41.77599)
60636,3,01/17/2021,01/23/2021,54,2688,168,8347,694,23116,2155,71782.1,0.1,0.1,3,89,9.3,276.4,32203,60636-2021-3,POINT (-87.668597 41.77599)
60640,45,11/01/2020,11/07/2020,199,1928,285,2765.5,2672,48365,3833,69375.3,0.1,0.0,1,91,1.4,130.5,69715,60640-2020-45,POINT (-87.662232 41.971888)
60637,36,08/30/2020,09/05/2020,17,864,36,1820.7,743,14838,1566,31268.2,0.0,0.1,1,28,2.1,59.0,47454,60637-2020-36,POINT (-87.604053 41.780991)
60644,46,11/08/2020,11/14/2020,207,2267,434,4751.4,1297,28025,2718,58737.8,0.2,0.1,2,100,4.2,209.6,47712,60644-2020-46,POINT (-87.756863 41.881113)
60644,47,11/15/2020,11/21/2020,196,2463,411,5162.2,1471,29496,3083,61820.9,0.1,0.1,1,101,2.1,211.7,47712,60644-2020-47,POINT (-87.756863 41.881113)
60644,48,11/22/2020,11/28/2020,157,2620,329,5491.3,1136,30632,2381,64201.9,0.1,0.1,1,102,2.1,213.8,47712,60644-2020-48,POINT (-87.756863 41.881113)
60644,49,11/29/2020,12/05/2020,146,2766,306,5797.3,1474,32106,3089,67291.2,0.1,0.1,0,102,0.0,213.8,47712,60644-2020-49,POINT (-87.756863 41.881113)
60644,50,12/06/2020,12/12/2020,148,2914,310,6107.5,1318,33424,2762,70053.7,0.1,0.1,2,104,4.2,218.0,47712,60644-2020-50,POINT (-87.756863 41.881113)
60644,10,03/07/2021,03/13/2021,46,3796,96,7956.1,1750,50192,3668,105197.9,0.0,0.1,0,118,0.0,247.3,47712,60644-2021-10,POINT (-87.756863 41.881113)
60644,11,03/14/2021,03/20/2021,52,3848,109,8065.1,1668,51860,3496,108693.8,0.0,0.1,1,119,2.1,249.4,47712,60644-2021-11,POINT (-87.756863 41.881113)
60644,12,03/21/2021,03/27/2021,58,3906,122,8186.6,1600,53460,3354,112047.3,0.0,0.1,0,119,0.0,249.4,47712,60644-2021-12,POINT (-87.756863 41.881113)
60644,13,03/28/2021,04/03/2021,61,3967,128,8314.5,1592,55052,3337,115384,0.0,0.1,0,119,0.0,249.4,47712,60644-2021-13,POINT (-87.756863 41.881113)
60644,14,04/04/2021,04/10/2021,103,4070,216,8530.3,1693,56745,3548,118932.3,0.1,0.1,0,119,0.0,249.4,47712,60644-2021-14,POINT (-87.756863 41.881113)
60644,15,04/11/2021,04/17/2021,119,4189,249,8779.8,2036,58781,4267,123199.6,0.1,0.1,0,119,0.0,249.4,47712,60644-2021-15,POINT (-87.756863 41.881113)
60644,16,04/18/2021,04/24/2021,105,4294,220,8999.8,2240,61021,4695,127894.5,0.1,0.1,0,119,0.0,249.4,47712,60644-2021-16,POINT (-87.756863 41.881113)
60644,17,04/25/2021,05/01/2021,104,4398,218,9217.8,2178,63199,4565,132459.3,0.1,0.1,2,121,4.2,253.6,47712,60644-2021-17,POINT (-87.756863 41.881113)
60644,18,05/02/2021,05/08/2021,76,4474,159,9377.1,2329,65528,4881,137340.7,0.0,0.1,2,123,4.2,257.8,47712,60644-2021-18,POINT (-87.756863 41.881113)
60644,2,01/10/2021,01/16/2021,109,3452,228,7235.1,1647,39762,3452,83337.5,0.1,0.1,2,111,4.2,232.6,47712,60644-2021-2,POINT (-87.756863 41.881113)
60644,20,05/16/2021,05/22/2021,58,4599,122,9639.1,1578,68718,3307,144026.7,0.0,0.1,0,123,0.0,257.8,47712,60644-2021-20,POINT (-87.756863 41.881113)
60639,27,06/28/2020,07/04/2020,83,3591,92,3967.2,1391,16707,1537,18457.3,0.1,0.2,2,110,2.2,121.5,90517,60639-2020-27,POINT (-87.75531 41.920609)
60642,33,08/09/2020,08/15/2020,16,301,79,1490,545,5855,2698,28983.7,0.0,0.1,0,13,0.0,64.4,20201,60642-2020-33,POINT (-87.657821 41.899935)
60639,52,12/20/2020,12/26/2020,342,11295,378,12478.3,2101,70506,2321,77892.6,0.2,0.2,11,182,12.2,201.1,90517,60639-2020-52,POINT (-87.75531 41.920609)
60639,53,12/27/2020,01/02/2021,434,11729,480,12957.8,2364,72870,2612,80504.2,0.2,0.2,11,193,12.2,213.2,90517,60639-2020-53,POINT (-87.75531 41.920609)
60639,1,01/03/2021,01/09/2021,466,12195,515,13472.6,2923,75793,3229,83733.4,0.2,0.2,5,198,5.5,218.7,90517,60639-2021-1,POINT (-87.75531 41.920609)
60639,2,01/10/2021,01/16/2021,311,12506,344,13816.2,2585,78378,2856,86589.3,0.2,0.2,7,205,7.7,226.5,90517,60639-2021-2,POINT (-87.75531 41.920609)
60639,3,01/17/2021,01/23/2021,220,12726,243,14059.2,2455,80833,2712,89301.5,0.1,0.2,2,207,2.2,228.7,90517,60639-2021-3,POINT (-87.75531 41.920609)
60639,4,01/24/2021,01/30/2021,206,12932,228,14286.8,2308,83141,2550,91851.3,0.1,0.2,3,210,3.3,232.0,90517,60639-2021-4,POINT (-87.75531 41.920609)
60639,5,01/31/2021,02/06/2021,147,13079,162,14449.2,1969,85110,2175,94026.5,0.1,0.2,2,212,2.2,234.2,90517,60639-2021-5,POINT (-87.75531 41.920609)
60639,6,02/07/2021,02/13/2021,78,13157,86,14535.4,1656,86766,1830,95856,0.1,0.2,5,217,5.5,239.7,90517,60639-2021-6,POINT (-87.75531 41.920609)
60640,26,06/21/2020,06/27/2020,18,880,26,1262.3,1848,9448,2651,13552.3,0.0,0.1,1,85,1.4,121.9,69715,60640-2020-26,POINT (-87.662232 41.971888)
60642,41,10/04/2020,10/10/2020,30,445,148,2202.9,745,10374,3688,51353.9,0.0,0.0,0,13,0.0,64.4,20201,60642-2020-41,POINT (-87.657821 41.899935)
60642,42,10/11/2020,10/17/2020,48,493,238,2440.5,858,11232,4247,55601.2,0.1,0.0,1,14,5.0,69.3,20201,60642-2020-42,POINT (-87.657821 41.899935)
60642,43,10/18/2020,10/24/2020,71,564,352,2791.9,887,12119,4391,59992.1,0.1,0.0,0,14,0.0,69.3,20201,60642-2020-43,POINT (-87.657821 41.899935)
60642,44,10/25/2020,10/31/2020,88,652,436,3227.6,1000,13119,4950,64942.3,0.1,0.1,1,15,5.0,74.3,20201,60642-2020-44,POINT (-87.657821 41.899935)
60642,45,11/01/2020,11/07/2020,136,788,673,3900.8,1105,14224,5470,70412.4,0.1,0.1,0,15,0.0,74.3,20201,60642-2020-45,POINT (-87.657821 41.899935)
60642,46,11/08/2020,11/14/2020,139,927,688,4588.9,1056,15280,5228,75639.8,0.2,0.1,1,16,5.0,79.2,20201,60642-2020-46,POINT (-87.657821 41.899935)
60657,18,05/02/2021,05/08/2021,26,5458,37,7791.4,1990,118160,2841,168674.7,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-18,POINT (-87.658216 41.939715)
60645,6,02/07/2021,02/13/2021,52,4158,109,8711.1,1567,53697,3283,112496.9,0.0,0.1,3,104,6.3,217.9,47732,60645-2021-6,POINT (-87.695049 42.008927)
60645,7,02/14/2021,02/20/2021,35,4193,73,8784.5,1290,54987,2703,115199.4,0.0,0.1,2,106,4.2,222.1,47732,60645-2021-7,POINT (-87.695049 42.008927)
60645,8,02/21/2021,02/27/2021,28,4221,59,8843.1,1168,56155,2447,117646.4,0.0,0.1,0,106,0.0,222.1,47732,60645-2021-8,POINT (-87.695049 42.008927)
60645,9,02/28/2021,03/06/2021,55,4276,115,8958.4,1271,57426,2663,120309.2,0.0,0.1,0,106,0.0,222.1,47732,60645-2021-9,POINT (-87.695049 42.008927)
60646,43,10/18/2020,10/24/2020,55,754,196,2694.1,770,12853,2751,45924.9,0.1,0.1,0,44,0.0,157.2,27987,60646-2020-43,POINT (-87.761826 41.993931)
60646,44,10/25/2020,10/31/2020,100,854,357,3051.4,896,13749,3202,49126.4,0.1,0.1,0,44,0.0,157.2,27987,60646-2020-44,POINT (-87.761826 41.993931)
60646,45,11/01/2020,11/07/2020,133,987,475,3526.6,1108,14857,3959,53085.4,0.1,0.1,1,45,3.6,160.8,27987,60646-2020-45,POINT (-87.761826 41.993931)
60646,46,11/08/2020,11/14/2020,166,1153,593,4119.8,1368,16225,4888,57973.3,0.1,0.1,0,45,0.0,160.8,27987,60646-2020-46,POINT (-87.761826 41.993931)
60646,10,03/07/2021,03/13/2021,22,2429,79,8679,872,33858,3116,120977.6,0.0,0.1,0,68,0.0,243.0,27987,60646-2021-10,POINT (-87.761826 41.993931)
60646,11,03/14/2021,03/20/2021,38,2467,136,8814.8,921,34779,3291,124268.4,0.0,0.1,0,68,0.0,243.0,27987,60646-2021-11,POINT (-87.761826 41.993931)
60646,16,04/18/2021,04/24/2021,29,2709,104,9679.5,958,40027,3423,143020,0.0,0.1,1,71,3.6,253.7,27987,60646-2021-16,POINT (-87.761826 41.993931)
60646,17,04/25/2021,05/01/2021,27,2736,96,9776,997,41024,3562,146582.3,0.0,0.1,0,71,0.0,253.7,27987,60646-2021-17,POINT (-87.761826 41.993931)
60646,18,05/02/2021,05/08/2021,20,2756,72,9847.4,895,41919,3198,149780.3,0.0,0.1,0,71,0.0,253.7,27987,60646-2021-18,POINT (-87.761826 41.993931)
60647,48,11/22/2020,11/28/2020,319,5079,364,5804,3698,74585,4226,85231.2,0.1,0.1,5,109,5.7,124.6,87509,60647-2020-48,POINT (-87.701101 41.921058)
60647,49,11/29/2020,12/05/2020,408,5487,466,6270.2,4094,78679,4678,89909.6,0.1,0.1,1,110,1.1,125.7,87509,60647-2020-49,POINT (-87.701101 41.921058)
60641,41,10/04/2020,10/10/2020,122,2690,172,3787.5,1949,32661,2744,45986.5,0.1,0.1,0,61,0.0,85.9,71023,60641-2020-41,POINT (-87.746791 41.946682)
60641,42,10/11/2020,10/17/2020,170,2860,239,4026.9,1988,34649,2799,48785.6,0.1,0.1,1,62,1.4,87.3,71023,60641-2020-42,POINT (-87.746791 41.946682)
60647,50,12/06/2020,12/12/2020,368,5855,420,6690.7,4048,82727,4626,94535.4,0.1,0.1,4,114,4.6,130.3,87509,60647-2020-50,POINT (-87.701101 41.921058)
60646,12,03/21/2021,03/27/2021,46,2513,164,8979.2,890,35669,3180,127448.5,0.1,0.1,0,68,0.0,243.0,27987,60646-2021-12,POINT (-87.761826 41.993931)
60647,51,12/13/2020,12/19/2020,312,6167,356,7047.3,4399,87126,5027,99562.3,0.1,0.1,4,118,4.6,134.8,87509,60647-2020-51,POINT (-87.701101 41.921058)
60647,52,12/20/2020,12/26/2020,228,6395,260,7307.8,3740,90866,4274,103836.2,0.1,0.1,5,123,5.7,140.6,87509,60647-2020-52,POINT (-87.701101 41.921058)
60647,1,01/03/2021,01/09/2021,328,6973,375,7968.3,4316,98603,4932,112677.6,0.1,0.1,2,131,2.3,149.7,87509,60647-2021-1,POINT (-87.701101 41.921058)
60641,17,04/25/2021,05/01/2021,74,8913,104,12549.5,2046,103493,2881,145717.6,0.0,0.1,3,128,4.2,180.2,71023,60641-2021-17,POINT (-87.746791 41.946682)
60647,10,03/07/2021,03/13/2021,77,7927,88,9058.5,2645,124159,3022,141881.4,0.0,0.1,1,142,1.1,162.3,87509,60647-2021-10,POINT (-87.701101 41.921058)
60641,18,05/02/2021,05/08/2021,74,8987,104,12653.6,1943,105436,2736,148453.3,0.0,0.1,2,130,2.8,183.0,71023,60641-2021-18,POINT (-87.746791 41.946682)
60642,25,06/14/2020,06/20/2020,17,185,84,915.8,370,2003,1832,9915.4,0.0,0.1,1,12,5.0,59.4,20201,60642-2020-25,POINT (-87.657821 41.899935)
60642,26,06/21/2020,06/27/2020,17,202,84,1000,405,2408,2005,11920.2,0.0,0.1,0,12,0.0,59.4,20201,60642-2020-26,POINT (-87.657821 41.899935)
60647,2,01/10/2021,01/16/2021,223,7196,255,8223.2,3618,102221,4134,116812,0.1,0.1,3,134,3.4,153.1,87509,60647-2021-2,POINT (-87.701101 41.921058)
60647,3,01/17/2021,01/23/2021,149,7345,170,8393.4,3161,105382,3612,120424.2,0.1,0.1,3,137,3.4,156.6,87509,60647-2021-3,POINT (-87.701101 41.921058)
60647,4,01/24/2021,01/30/2021,152,7497,174,8567.1,3256,108638,3721,124144.9,0.1,0.1,1,138,1.1,157.7,87509,60647-2021-4,POINT (-87.701101 41.921058)
60642,27,06/28/2020,07/04/2020,16,218,79,1079.2,463,2871,2292,14212.2,0.0,0.1,1,13,5.0,64.4,20201,60642-2020-27,POINT (-87.657821 41.899935)
60647,5,01/31/2021,02/06/2021,90,7587,103,8670,2754,111392,3147,127292,0.0,0.1,2,140,2.3,160.0,87509,60647-2021-5,POINT (-87.701101 41.921058)
60644,19,05/09/2021,05/15/2021,67,4541,140,9517.5,1612,67140,3379,140719.3,0.0,0.1,0,123,0.0,257.8,47712,60644-2021-19,POINT (-87.756863 41.881113)
60649,32,08/02/2020,08/08/2020,23,1034,50,2246.7,733,11937,1593,25936.5,0.0,0.1,0,125,0.0,271.6,46024,60649-2020-32,POINT (-87.571522 41.762202)
60649,10,03/07/2021,03/13/2021,17,2942,37,6392.3,1191,48222,2588,104775.8,0.0,0.1,1,150,2.2,325.9,46024,60649-2021-10,POINT (-87.571522 41.762202)
60649,11,03/14/2021,03/20/2021,37,2979,80,6472.7,1394,49616,3029,107804.6,0.0,0.1,0,150,0.0,325.9,46024,60649-2021-11,POINT (-87.571522 41.762202)
60649,12,03/21/2021,03/27/2021,28,3007,61,6533.5,1121,50737,2436,110240.3,0.0,0.1,0,150,0.0,325.9,46024,60649-2021-12,POINT (-87.571522 41.762202)
60649,13,03/28/2021,04/03/2021,60,3067,130,6663.9,1498,52235,3255,113495.1,0.0,0.1,0,150,0.0,325.9,46024,60649-2021-13,POINT (-87.571522 41.762202)
60649,14,04/04/2021,04/10/2021,86,3153,187,6850.8,1955,54190,4248,117742.9,0.0,0.1,1,151,2.2,328.1,46024,60649-2021-14,POINT (-87.571522 41.762202)
60649,8,02/21/2021,02/27/2021,24,2902,52,6305.4,1112,45649,2416,99185.2,0.0,0.1,0,148,0.0,321.6,46024,60649-2021-8,POINT (-87.571522 41.762202)
60649,9,02/28/2021,03/06/2021,23,2925,50,6355.4,1382,47031,3003,102188,0.0,0.1,1,149,2.2,323.7,46024,60649-2021-9,POINT (-87.571522 41.762202)
60643,28,07/05/2020,07/11/2020,53,853,106,1710.4,984,9233,1973,18514.1,0.1,0.1,1,64,2.0,128.3,49870,60643-2020-28,POINT (-87.662381 41.700445)
60649,15,04/11/2021,04/17/2021,103,3256,224,7074.6,1624,55814,3529,121271.5,0.1,0.1,0,151,0.0,328.1,46024,60649-2021-15,POINT (-87.571522 41.762202)
60649,16,04/18/2021,04/24/2021,78,3334,170,7244,1954,57768,4246,125517.1,0.0,0.1,1,152,2.2,330.3,46024,60649-2021-16,POINT (-87.571522 41.762202)
60649,17,04/25/2021,05/01/2021,94,3428,204,7448.3,1609,59377,3496,129013.1,0.1,0.1,1,153,2.2,332.4,46024,60649-2021-17,POINT (-87.571522 41.762202)
60643,4,01/24/2021,01/30/2021,58,3665,116,7349.1,2024,58353,4059,117010.2,0.0,0.1,2,118,4.0,236.6,49870,60643-2021-4,POINT (-87.662381 41.700445)
60643,5,01/31/2021,02/06/2021,67,3732,134,7483.5,1740,60093,3489,120499.3,0.0,0.1,0,118,0.0,236.6,49870,60643-2021-5,POINT (-87.662381 41.700445)
60643,6,02/07/2021,02/13/2021,48,3780,96,7579.7,1869,61962,3748,124247,0.0,0.1,2,120,4.0,240.6,49870,60643-2021-6,POINT (-87.662381 41.700445)
60643,7,02/14/2021,02/20/2021,21,3801,42,7621.8,1526,63488,3060,127307,0.0,0.1,4,124,8.0,248.6,49870,60643-2021-7,POINT (-87.662381 41.700445)
60643,8,02/21/2021,02/27/2021,29,3830,58,7680,1765,65253,3539,130846.2,0.0,0.1,0,124,0.0,248.6,49870,60643-2021-8,POINT (-87.662381 41.700445)
60644,9,02/28/2021,03/06/2021,24,3750,50,7859.7,1272,48442,2666,101530,0.0,0.1,1,118,2.1,247.3,47712,60644-2021-9,POINT (-87.756863 41.881113)
60645,27,06/28/2020,07/04/2020,13,1153,27,2415.6,849,7628,1779,15980.9,0.0,0.2,1,68,2.1,142.5,47732,60645-2020-27,POINT (-87.695049 42.008927)
60645,28,07/05/2020,07/11/2020,10,1163,21,2436.5,858,8486,1798,17778.4,0.0,0.1,0,68,0.0,142.5,47732,60645-2020-28,POINT (-87.695049 42.008927)
60645,29,07/12/2020,07/18/2020,20,1183,42,2478.4,681,9167,1427,19205.1,0.0,0.1,1,69,2.1,144.6,47732,60645-2020-29,POINT (-87.695049 42.008927)
60645,30,07/19/2020,07/25/2020,15,1198,31,2509.8,659,9826,1381,20585.8,0.0,0.1,0,69,0.0,144.6,47732,60645-2020-30,POINT (-87.695049 42.008927)
60646,13,03/28/2021,04/03/2021,70,2583,250,9229.3,1114,36783,3980,131428.9,0.1,0.1,0,68,0.0,243.0,27987,60646-2021-13,POINT (-87.761826 41.993931)
60646,14,04/04/2021,04/10/2021,51,2634,182,9411.5,1261,38044,4506,135934.5,0.0,0.1,0,68,0.0,243.0,27987,60646-2021-14,POINT (-87.761826 41.993931)
60646,15,04/11/2021,04/17/2021,46,2680,164,9575.9,1025,39069,3662,139597,0.1,0.1,2,70,7.1,250.1,27987,60646-2021-15,POINT (-87.761826 41.993931)
60657,19,05/09/2021,05/15/2021,24,5482,34,7825.6,1828,119988,2610,171284.2,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-19,POINT (-87.658216 41.939715)
60657,2,01/10/2021,01/16/2021,163,4047,233,5777.1,2978,78749,4251,112415.1,0.1,0.1,1,44,1.4,62.8,70052,60657-2021-2,POINT (-87.658216 41.939715)
60657,20,05/16/2021,05/22/2021,12,5494,17,7842.7,1558,121546,2224,173508.3,0.0,0.0,1,47,1.4,67.1,70052,60657-2021-20,POINT (-87.658216 41.939715)
60657,21,05/23/2021,05/29/2021,7,5501,10,7852.7,1306,122852,1864,175372.6,0.0,0.0,0,47,0.0,67.1,70052,60657-2021-21,POINT (-87.658216 41.939715)
60657,3,01/17/2021,01/23/2021,102,4149,146,5922.7,2789,81538,3981,116396.4,0.0,0.1,2,46,2.9,65.7,70052,60657-2021-3,POINT (-87.658216 41.939715)
60657,4,01/24/2021,01/30/2021,95,4244,136,6058.4,2690,84228,3840,120236.4,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-4,POINT (-87.658216 41.939715)
60657,5,01/31/2021,02/06/2021,94,4338,134,6192.5,2447,86675,3493,123729.5,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-5,POINT (-87.658216 41.939715)
60657,6,02/07/2021,02/13/2021,71,4409,101,6293.9,2458,89133,3509,127238.3,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-6,POINT (-87.658216 41.939715)
60657,7,02/14/2021,02/20/2021,43,4452,61,6355.3,2029,91162,2896,130134.8,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-7,POINT (-87.658216 41.939715)
60657,8,02/21/2021,02/27/2021,48,4500,68,6423.8,2249,93411,3210,133345.2,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-8,POINT (-87.658216 41.939715)
60657,9,02/28/2021,03/06/2021,48,4548,68,6492.3,2432,95843,3472,136816.9,0.0,0.0,0,46,0.0,65.7,70052,60657-2021-9,POINT (-87.658216 41.939715)
60659,49,11/29/2020,12/05/2020,235,2499,572,6085,1394,22405,3394,54555.9,0.2,0.1,3,56,7.3,136.4,41068,60659-2020-49,POINT (-87.703266 41.990803)
60659,50,12/06/2020,12/12/2020,177,2676,431,6516,1521,23926,3704,58259.5,0.1,0.1,7,63,17.0,153.4,41068,60659-2020-50,POINT (-87.703266 41.990803)
60659,51,12/13/2020,12/19/2020,137,2813,334,6849.6,1467,25393,3572,61831.6,0.1,0.1,5,68,12.2,165.6,41068,60659-2020-51,POINT (-87.703266 41.990803)
60659,52,12/20/2020,12/26/2020,96,2909,234,7083.4,1144,26537,2786,64617.2,0.1,0.1,0,68,0.0,165.6,41068,60659-2020-52,POINT (-87.703266 41.990803)
60659,53,12/27/2020,01/02/2021,119,3028,290,7373.1,1209,27746,2944,67561.1,0.1,0.1,4,72,9.7,175.3,41068,60659-2020-53,POINT (-87.703266 41.990803)
60659,1,01/03/2021,01/09/2021,129,3157,314,7687.3,1342,29088,3268,70828.9,0.1,0.1,1,73,2.4,177.8,41068,60659-2021-1,POINT (-87.703266 41.990803)
60659,10,03/07/2021,03/13/2021,29,3649,71,8885.3,1040,39875,2532,97095.1,0.0,0.1,0,84,0.0,204.5,41068,60659-2021-10,POINT (-87.703266 41.990803)
60659,11,03/14/2021,03/20/2021,62,3711,151,9036.2,1056,40931,2571,99666.4,0.1,0.1,2,86,4.9,209.4,41068,60659-2021-11,POINT (-87.703266 41.990803)
60659,12,03/21/2021,03/27/2021,66,3777,161,9196.9,1102,42033,2683,102349.8,0.1,0.1,0,86,0.0,209.4,41068,60659-2021-12,POINT (-87.703266 41.990803)
60659,13,03/28/2021,04/03/2021,60,3837,146,9343,1032,43065,2513,104862.7,0.1,0.1,0,86,0.0,209.4,41068,60659-2021-13,POINT (-87.703266 41.990803)
60659,14,04/04/2021,04/10/2021,74,3911,180,9523.2,1371,44436,3338,108201,0.1,0.1,2,88,4.9,214.3,41068,60659-2021-14,POINT (-87.703266 41.990803)
60659,15,04/11/2021,04/17/2021,52,3963,127,9649.8,1049,45485,2554,110755.3,0.1,0.1,0,88,0.0,214.3,41068,60659-2021-15,POINT (-87.703266 41.990803)
60659,16,04/18/2021,04/24/2021,52,4015,127,9776.5,1141,46626,2778,113533.7,0.0,0.1,0,88,0.0,214.3,41068,60659-2021-16,POINT (-87.703266 41.990803)
60659,17,04/25/2021,05/01/2021,56,4071,136,9912.8,1132,47758,2756,116290.1,0.1,0.1,0,88,0.0,214.3,41068,60659-2021-17,POINT (-87.703266 41.990803)
60659,18,05/02/2021,05/08/2021,44,4115,107,10020,1203,48961,2929,119219.3,0.0,0.1,1,89,2.4,216.7,41068,60659-2021-18,POINT (-87.703266 41.990803)
60659,19,05/09/2021,05/15/2021,25,4140,61,10080.8,983,49944,2394,121612.9,0.0,0.1,2,91,4.9,221.6,41068,60659-2021-19,POINT (-87.703266 41.990803)
60659,2,01/10/2021,01/16/2021,115,3272,280,7967.3,1601,30689,3898,74727.3,0.1,0.1,5,78,12.2,189.9,41068,60659-2021-2,POINT (-87.703266 41.990803)
60659,20,05/16/2021,05/22/2021,19,4159,46,10127.1,931,50875,2267,123879.9,0.0,0.1,2,93,4.9,226.5,41068,60659-2021-20,POINT (-87.703266 41.990803)
60659,21,05/23/2021,05/29/2021,5,4164,12,10139.3,757,51632,1843,125723.2,0.0,0.1,0,93,0.0,226.5,41068,60659-2021-21,POINT (-87.703266 41.990803)
60659,3,01/17/2021,01/23/2021,100,3372,244,8210.8,1344,32033,3273,77999.9,0.1,0.1,1,79,2.4,192.4,41068,60659-2021-3,POINT (-87.703266 41.990803)
60659,4,01/24/2021,01/30/2021,47,3419,114,8325.2,1293,33326,3148,81148.3,0.0,0.1,2,81,4.9,197.2,41068,60659-2021-4,POINT (-87.703266 41.990803)
60659,5,01/31/2021,02/06/2021,51,3470,124,8449.4,1261,34587,3070,84218.9,0.1,0.1,2,83,4.9,202.1,41068,60659-2021-5,POINT (-87.703266 41.990803)
60659,6,02/07/2021,02/13/2021,54,3524,132,8580.9,1149,35736,2798,87016.7,0.1,0.1,1,84,2.4,204.5,41068,60659-2021-6,POINT (-87.703266 41.990803)
60659,7,02/14/2021,02/20/2021,37,3561,90,8671,949,36685,2311,89327.5,0.0,0.1,0,84,0.0,204.5,41068,60659-2021-7,POINT (-87.703266 41.990803)
60659,8,02/21/2021,02/27/2021,25,3586,61,8731.9,1254,37939,3054,92380.9,0.0,0.1,0,84,0.0,204.5,41068,60659-2021-8,POINT (-87.703266 41.990803)
60659,9,02/28/2021,03/06/2021,34,3620,83,8814.6,896,38835,2182,94562.7,0.0,0.1,0,84,0.0,204.5,41068,60659-2021-9,POINT (-87.703266 41.990803)
